Année du Baccalauréat;Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
2024;Numérique et Sciences Informatiques,Humanités, Littérature et Philosophie;CUPGE;1;0.0;0
2024;Numérique et Sciences Informatiques,Humanités, Littérature et Philosophie;Licence Génie civil;0;0.0;0
2024;Numérique et Sciences Informatiques,Humanités, Littérature et Philosophie;Licence Langues et littératures françaises;29;22.0;6
2024;Numérique et Sciences Informatiques,Humanités, Littérature et Philosophie;Licence Pluri Lettres - Langues - Sciences humaines;6;4.0;1
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;Licence LEA;304;248.0;93
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;Licence Mathématiques et informatique;3;0.0;0
2024;Physique-Chimie Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Archéologie, Ethno, Préhistoire, Anthropologie;7;6.0;1
2024;Physique-Chimie Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Formation générale aux métiers de l ingénieur;6;2.0;1
2024;Physique-Chimie Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence MASS;4;2.0;0
2024;Physique-Chimie Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Lettres - Langues - Sciences humaines;6;6.0;2
2024;Physique-Chimie Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de gestion;7;4.0;1
2024;Physique-Chimie Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de l information et de la communication;11;7.0;3
2024;Physique-Chimie Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de l éducation;15;10.0;3
2024;Physique-Chimie Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences du langage - Linguistique;11;8.0;1
2024;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;Licence Informatique;1;0.0;0
2024;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;Licence Sciences de gestion;1;1.0;0
2024;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;CPGE ECG;2;1.0;0
2024;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence Sciences de l éducation;3;1.0;0
2024;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Sciences po;2;0.0;0
2024;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences fondamentales et applications;1;0.0;0
2024;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sciences et technologies industrielles;9;0.0;0
2024;Physique-Chimie Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Electronique, Génie électrique, EEA;3;2.0;0
2024;Physique-Chimie Spécialité,Sciences de la vie et de la Terre Spécialité;Licence Sciences de gestion;387;165.0;38
2024;Physique-Chimie Spécialité,Sciences de la vie et de la Terre Spécialité;Licence Sciences et technologies industrielles;2522;700.0;86
2024;Physique-Chimie Spécialité,Éducation physique, pratiques et culture sportives;BTS Service;24;8.0;4
2024;Physique-Chimie Spécialité,Éducation physique, pratiques et culture sportives;Licence Langues et littératures françaises;1;1.0;0
2024;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;Licence MASS;22;8.0;3
2024;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;Licence Sociologie, Démographie;2206;1712.0;368
2024;Sciences Economiques et Sociales Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Archéologie, Ethno, Préhistoire, Anthropologie;116;87.0;17
2024;Sciences Economiques et Sociales Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Sciences politiques;1223;328.0;108
2024;Sciences Economiques et Sociales Spécialité,Numérique et Sciences Informatiques;Ecoles de Commerce;115;64.0;44
2024;Sciences Economiques et Sociales Spécialité,Numérique et Sciences Informatiques;Licence Physique et chimie;12;1.0;1
2024;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;DEUST;3;2.0;0
2024;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Philosophie, Epistémologie;1;0.0;0
2024;Sciences Economiques et Sociales Spécialité,Éducation physique, pratiques et culture sportives;Licence Génie civil;1;0.0;0
2024;Sciences Economiques et Sociales Spécialité,Éducation physique, pratiques et culture sportives;Licence Sciences juridiques;128;62.0;14
2024;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences économiques - Gestion;9;5.0;1
2024;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Licence Langues et littératures étrangères;1;1.0;0
2024;Art,Langues, littératures et cultures étrangères et régionales;PASS;63;10.0;4
2024;Art,Mathématiques Spécialité;BTS Agricole;48;27.0;5
2024;Art,Mathématiques Spécialité;BUT Production;249;130.0;55
2024;Art,Mathématiques Spécialité;Licence AES;42;23.0;4
2024;Art,Mathématiques Spécialité;Licence Mathématiques et informatique;5;2.0;0
2024;Art,Numérique et Sciences Informatiques;CPGE ECG;1;0.0;0
2024;Art,Numérique et Sciences Informatiques;D.E  social;4;0.0;0
2024;Art,Numérique et Sciences Informatiques;D.E sanitaire;4;4.0;2
2024;Art,Numérique et Sciences Informatiques;Ecoles d'ingénieurs;20;5.0;2
2024;Art,Numérique et Sciences Informatiques;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
2024;Art,Physique-Chimie Spécialité;Licence Philosophie, Epistémologie;11;10.0;0
2024;Art,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;13;3.0;1
2024;Art,Sciences de l'ingénieur et sciences physiques;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2024;Art,Sciences de la vie et de la Terre Spécialité;Licence Langues et littératures françaises;66;47.0;12
2024;Art,Sciences de la vie et de la Terre Spécialité;Licence Pluri Lettres - Langues - Sciences humaines;20;13.0;2
2024;Art,Éducation physique, pratiques et culture sportives;PASS;0;0.0;0
2024;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;DEUST;2;0.0;0
2024;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Sciences de l univers, de la terre, de l espace;1;0.0;0
2024;Biologie/Ecologie,Mathématiques Spécialité;DEUST;21;9.0;3
2024;Biologie/Ecologie,Mathématiques Spécialité;Formations des écoles nationales vétérinaires;43;4.0;4
2024;Biologie/Ecologie,Mathématiques Spécialité;Licence Physique;24;1.0;0
2024;Biologie/Ecologie,Numérique et Sciences Informatiques;D.E sanitaire;0;0.0;0
2024;Biologie/Ecologie,Numérique et Sciences Informatiques;Ecoles de Commerce;0;0.0;0
2024;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence LEA;0;0.0;0
2024;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence Sciences juridiques;0;0.0;0
2024;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence Sciences économiques;0;0.0;0
2024;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Langues et littératures françaises;11;6.0;1
2024;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Archéologie, Ethno, Préhistoire, Anthropologie;3;2.0;0
2024;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Sciences religieuses;1;1.0;0
2024;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Physique;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Lettres - Langues - Sciences humaines;8;6.0;3
2024;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;CPGE ECG;2;2.0;0
2024;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;D.E  social;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Archéologie, Ethno, Préhistoire, Anthropologie;1;1.0;0
2024;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence LEA;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Langues et littératures françaises;1;1.0;0
2024;Mathématiques Spécialité,Physique-Chimie Spécialité;Licence Sciences du langage - Linguistique;355;238.0;33
2024;Mathématiques Spécialité,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;126;22.0;1
2024;Mathématiques Spécialité,Sciences de la vie et de la Terre Spécialité;Licence LEA;977;718.0;137
2024;Mathématiques Spécialité,Éducation physique, pratiques et culture sportives;BTS Production;36;14.0;5
2024;Mathématiques Spécialité,Éducation physique, pratiques et culture sportives;D.E sanitaire;30;16.0;6
2024;Mathématiques Spécialité,Éducation physique, pratiques et culture sportives;Licence Formation générale aux métiers de l ingénieur;13;4.0;0
2024;Numérique et Sciences Informatiques,Humanités, Littérature et Philosophie;Licence AES;4;3.0;1
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;BTS Production;387;160.0;61
2024;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence Informatique;245;177.0;47
2024;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;PASS;17;7.0;3
2024;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;D.E  social;4;1.0;1
2024;Physique-Chimie Spécialité,Sciences de l'ingénieur et sciences physiques;CUPGE;5;1.0;0
2024;Physique-Chimie Spécialité,Sciences de l'ingénieur et sciences physiques;D.E sanitaire;7;5.0;3
2024;Physique-Chimie Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Histoire;14;13.0;5
2024;Physique-Chimie Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Physique;51;27.0;3
2024;Physique-Chimie Spécialité,Sciences de la vie et de la Terre Spécialité;Licence Pluri Langues;12;1.0;0
2024;Physique-Chimie Spécialité,Éducation physique, pratiques et culture sportives;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0.0;0
2024;Physique-Chimie Spécialité,Éducation physique, pratiques et culture sportives;Licence LEA;5;3.0;0
2024;Physique-Chimie Spécialité,Éducation physique, pratiques et culture sportives;Licence Pluri Lettres - Langues - Sciences humaines;1;1.0;0
2024;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2024;Sciences Economiques et Sociales Spécialité,Langues, littératures et cultures étrangères et régionales;Formations des écoles nationales vétérinaires;9;0.0;0
2024;Sciences Economiques et Sociales Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Mathématiques et informatique;1;0.0;0
2024;Sciences Economiques et Sociales Spécialité,Numérique et Sciences Informatiques;BUT Production;437;166.0;88
2024;Sciences Economiques et Sociales Spécialité,Numérique et Sciences Informatiques;DEUST;24;3.0;1
2024;Sciences Economiques et Sociales Spécialité,Numérique et Sciences Informatiques;Licence Physique;13;0.0;0
2024;Sciences Economiques et Sociales Spécialité,Numérique et Sciences Informatiques;Licence Sciences de gestion;141;49.0;17
2024;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;Ecoles d'ingénieurs;5;1.0;0
2024;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Génie civil;1;1.0;0
2024;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences de gestion;7;2.0;0
2024;Sciences Economiques et Sociales Spécialité,Éducation physique, pratiques et culture sportives;D.E sanitaire;52;21.0;9
2024;Sciences de l'ingénieur et sciences physiques,Histoire-Géographie, Géopolitique et Sciences politiques;CPGE S;0;0.0;0
2024;Sciences de l'ingénieur et sciences physiques,Histoire-Géographie, Géopolitique et Sciences politiques;D.E  social;0;0.0;0
2024;Sciences de l'ingénieur et sciences physiques,Histoire-Géographie, Géopolitique et Sciences politiques;Ensemble des bacheliers;24;18.0;13
2024;Sciences de l'ingénieur et sciences physiques,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0.0;0
2024;Sciences de l'ingénieur et sciences physiques,Humanités, Littérature et Philosophie;Licence Géographie;1;1.0;0
2024;Sciences de l'ingénieur et sciences physiques,Humanités, Littérature et Philosophie;Licence Psychlogie, Sciences cognitives;3;0.0;0
2024;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
2024;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;PASS;0;0.0;0
2024;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Formation générale aux métiers de l ingénieur;42;23.0;5
2024;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence L.AS;123;6.0;1
2024;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Mécanique, Génie mécanique, Ingénierie mécanique;4;1.0;1
2024;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Pluri Sciences;2;1.0;1
2024;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Autres formations;0;0.0;0
2024;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2024;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;BTS Agricole;289;172.0;77
2024;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Langues et littératures étrangères;276;219.0;42
2024;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Lettres - Langues - Sciences humaines;101;63.0;7
2024;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de l information et de la communication;158;101.0;26
2024;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Sciences po;208;13.0;10
2024;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Autres formations;379;118.0;39
2024;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence Physique;45;2.0;0
2024;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Formation générale aux métiers de l ingénieur;159;12.0;0
2024;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Mathématiques;171;10.0;1
2024;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Mécanique, Génie mécanique, Ingénierie mécanique;7;0.0;0
2024;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Lettres - Langues - Sciences humaines;104;69.0;11
2024;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences humaines et sociales;60;14.0;5
2024;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Sciences du langage - Linguistique;226;177.0;44
2024;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;BUT Service;67;17.0;7
2024;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;CUPGE;4;0.0;0
2024;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;Licence MASS;18;8.0;1
2024;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence STAPS;3940;2548.0;1632
2024;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence STAPS;22;12.0;10
2024;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Licence Langues et littératures françaises;40;20.0;1
2024;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Licence Sciences de gestion;30;9.0;2
2024;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Licence Sciences de la vie, biologie, santé;570;213.0;45
2024;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Licence Sciences et technologies industrielles;20;4.0;2
2024;Art,Biologie/Ecologie;Licence Informatique;0;0.0;0
2024;Art,Biologie/Ecologie;Licence L.AS;1;1.0;1
2024;Art,Biologie/Ecologie;Licence Pluri Sciences humaines et sociales;0;0.0;0
2024;Art,Biologie/Ecologie;Licence Sciences de la vie, biologie, santé;1;0.0;0
2024;Art,Histoire-Géographie, Géopolitique et Sciences politiques;BTS Agricole;47;19.0;8
2024;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de l information et de la communication;223;137.0;37
2024;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences politiques;348;91.0;30
2024;Art,Humanités, Littérature et Philosophie;CPGE S;123;26.0;8
2024;Art,Humanités, Littérature et Philosophie;DEUST;105;25.0;11
2024;Art,Humanités, Littérature et Philosophie;Licence Formation générale aux métiers de l ingénieur;3;1.0;0
2024;Art,Humanités, Littérature et Philosophie;Licence Histoire;795;655.0;199
2024;Art,Humanités, Littérature et Philosophie;Licence Informatique;6;1.0;1
2024;Art,Humanités, Littérature et Philosophie;Licence Sciences économiques;12;6.0;1
2024;Art,Langues, littératures et cultures étrangères et régionales;BTS Production;322;88.0;32
2024;Art,Langues, littératures et cultures étrangères et régionales;BUT Production;217;57.0;20
2024;Art,Langues, littératures et cultures étrangères et régionales;Licence Pluri Droit - Sciences éco - AES;3;0.0;0
2024;Art,Mathématiques Spécialité;BUT Service;196;85.0;30
2024;Art,Physique-Chimie Spécialité;Licence L.AS;134;19.0;6
2024;Art,Physique-Chimie Spécialité;Licence Mathématiques;13;4.0;4
2024;Art,Physique-Chimie Spécialité;PASS;18;8.0;3
2024;Art,Sciences Economiques et Sociales Spécialité;Licence Sciences de la vie, biologie, santé;29;3.0;1
2024;Art,Sciences de l'ingénieur et sciences physiques;Licence Physique et chimie;1;0.0;0
2024;Art,Sciences de l'ingénieur et sciences physiques;Licence Pluri Lettres - Sciences du langage - Arts;0;0.0;0
2024;Art,Sciences de l'ingénieur et sciences physiques;Licence Sciences de gestion;0;0.0;0
2024;Art,Sciences de l'ingénieur et sciences physiques;Licence Sciences politiques;0;0.0;0
2024;Art,Sciences de la vie et de la Terre Spécialité;DEUST;56;16.0;4
2024;Art,Sciences de la vie et de la Terre Spécialité;Licence Physique et chimie;20;0.0;0
2024;Art,Éducation physique, pratiques et culture sportives;Licence Mathématiques et informatique;0;0.0;0
2024;Art,Éducation physique, pratiques et culture sportives;Licence Pluri Langues;0;0.0;0
2024;Art,Éducation physique, pratiques et culture sportives;Licence Sciences de l information et de la communication;1;0.0;0
2024;Art,Éducation physique, pratiques et culture sportives;Licence Sciences et technologies industrielles;0;0.0;0
2024;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Ecoles d'ingénieurs;1;1.0;0
2024;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Géographie;2;2.0;0
2024;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences du langage - Linguistique;0;0.0;0
2024;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences juridiques;3;2.0;1
2024;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences religieuses;0;0.0;0
2024;Biologie/Ecologie,Humanités, Littérature et Philosophie;Autres formations;0;0.0;0
2024;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
2024;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Pluri Sciences économiques - Gestion;0;0.0;0
2024;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Sciences de l information et de la communication;0;0.0;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;D.E  social;0;0.0;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Ecoles de Commerce;0;0.0;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Chimie;0;0.0;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Sciences de gestion;1;0.0;0
2024;Biologie/Ecologie,Mathématiques Spécialité;Licence Psychlogie, Sciences cognitives;74;37.0;9
2024;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence Langues et littératures étrangères;0;0.0;0
2024;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence Mathématiques et informatique;0;0.0;0
2024;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence Physique et chimie;0;0.0;0
2024;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Génie civil;3;1.0;0
2024;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Physique et chimie;99;31.0;4
2024;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;CPGE L;1;1.0;0
2024;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Sciences du langage - Linguistique;1;1.0;1
2024;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Sciences politiques;1;0.0;0
2024;Biologie/Ecologie,Éducation physique, pratiques et culture sportives;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0.0;0
2024;Biologie/Ecologie,Éducation physique, pratiques et culture sportives;Licence Pluri Lettres - Sciences du langage - Arts;0;0.0;0
2024;Biologie/Ecologie,Éducation physique, pratiques et culture sportives;Licence Sciences et technologies industrielles;0;0.0;0
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Langues et littératures étrangères;1506;1249.0;278
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Philosophie, Epistémologie;467;268.0;31
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Autres formations;74;21.0;7
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;BUT Service;58;15.0;9
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Sciences de l information et de la communication;19;11.0;4
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Sciences politiques;36;13.0;3
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Éducation physique, pratiques et culture sportives;Autres formations;98;27.0;11
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Éducation physique, pratiques et culture sportives;BTS Service;118;45.0;17
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Éducation physique, pratiques et culture sportives;D.E  social;5;2.0;2
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Éducation physique, pratiques et culture sportives;Licence Sciences de l éducation;24;8.0;1
2024;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Arts;1966;1256.0;555
2024;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence L.AS;4954;198.0;47
2024;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence STAPS;225;87.0;49
2024;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;PASS;145;27.0;11
2024;Humanités, Littérature et Philosophie,Éducation physique, pratiques et culture sportives;BTS Production;0;0.0;0
2024;Humanités, Littérature et Philosophie,Éducation physique, pratiques et culture sportives;CPGE S;0;0.0;0
2024;Humanités, Littérature et Philosophie,Éducation physique, pratiques et culture sportives;Licence Sciences politiques;1;0.0;0
2024;Langues, littératures et cultures étrangères et régionales,Éducation physique, pratiques et culture sportives;BTS Agricole;4;1.0;0
2024;Langues, littératures et cultures étrangères et régionales,Éducation physique, pratiques et culture sportives;BTS Production;7;1.0;0
2024;Langues, littératures et cultures étrangères et régionales,Éducation physique, pratiques et culture sportives;Licence Langues et littératures étrangères;58;51.0;20
2024;Littérature et langues et cultures de l'Antiquité,Art;Licence Pluri Sciences humaines et sociales;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Art;Licence Sciences de gestion;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Ecoles de Commerce;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Chimie;5;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;CPGE ECG;1;1.0;1
2024;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Formations d'ART;7;2.0;1
2024;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l information et de la communication;6;4.0;0
2024;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Pluri Sciences humaines et sociales;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Sciences de l éducation;5;5.0;3
2024;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Sciences de la vie, biologie, santé;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Sciences du langage - Linguistique;1;1.0;0
2024;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;D.E  social;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Sciences de l éducation;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;BTS Production;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;BTS Production;1;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Archéologie, Ethno, Préhistoire, Anthropologie;1;1.0;0
2024;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Sciences du langage - Linguistique;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Éducation physique, pratiques et culture sportives;BTS Agricole;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Éducation physique, pratiques et culture sportives;Licence Langues et littératures françaises;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Éducation physique, pratiques et culture sportives;Licence Langues et littératures étrangères;0;0.0;0
2024;Art,Biologie/Ecologie;Ecoles de Commerce;0;0.0;0
2024;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;BTS Service;963;524.0;143
2024;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;DEUST;51;15.0;4
2024;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Psychlogie, Sciences cognitives;297;145.0;42
2024;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Lettres - Langues - Sciences humaines;132;100.0;12
2024;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de l éducation;214;146.0;60
2024;Art,Langues, littératures et cultures étrangères et régionales;CUPGE;2;2.0;1
2024;Mathématiques Spécialité,Humanités, Littérature et Philosophie;Licence Sciences religieuses;3;3.0;0
2024;Art,Mathématiques Spécialité;Licence L.AS;627;60.0;13
2024;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l éducation;218;144.0;53
2024;Art,Mathématiques Spécialité;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;15;5.0;3
