Année du Baccalauréat;Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
2024;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;PASS;1;0.0;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;CUPGE;0;0.0;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence MASS;0;0.0;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Physique et chimie;0;0.0;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Pluri Langues;0;0.0;0
2024;Biologie/Ecologie,Mathématiques Spécialité;Licence Sciences de gestion;17;7.0;2
2024;Biologie/Ecologie,Mathématiques Spécialité;Licence Sciences religieuses;0;0.0;0
2024;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence MASS;0;0.0;0
2024;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence STAPS;0;0.0;0
2024;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Informatique;0;0.0;0
2024;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Sciences de l éducation;0;0.0;0
2024;Biologie/Ecologie,Éducation physique, pratiques et culture sportives;Autres formations;6;1.0;0
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Ensemble des bacheliers;13450;12985.0;12019
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Informatique;71;20.0;3
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Éducation physique, pratiques et culture sportives;Licence Pluri Sciences;9;2.0;0
2024;Langues, littératures et cultures étrangères et régionales,Éducation physique, pratiques et culture sportives;Licence Mathématiques;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Philosophie, Epistémologie;4;2.0;1
2024;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Informatique;1;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Formations des écoles nationales vétérinaires;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Physique et chimie;0;0.0;0
2024;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence LEA;420;347.0;70
2024;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences fondamentales et applications;4;0.0;0
2024;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;BTS Production;516;194.0;63
2024;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Electronique, Génie électrique, EEA;5;5.0;0
2024;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Génie civil;28;10.0;2
2024;Mathématiques Spécialité,Physique-Chimie Spécialité;Licence MASS;4464;2777.0;351
2024;Mathématiques Spécialité,Physique-Chimie Spécialité;Licence Pluri Sciences humaines et sociales;253;79.0;8
2024;Mathématiques Spécialité,Sciences de l'ingénieur et sciences physiques;Ecoles d'ingénieurs;2269;1413.0;888
2024;Mathématiques Spécialité,Sciences de l'ingénieur et sciences physiques;Formations d'ART;210;53.0;27
2024;Mathématiques Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Chimie;362;123.0;5
2024;Mathématiques Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Génie civil;200;153.0;14
2024;Mathématiques Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Pluri Langues;0;0.0;0
2024;Mathématiques Spécialité,Sciences de la vie et de la Terre Spécialité;Licence Archéologie, Ethno, Préhistoire, Anthropologie;103;58.0;5
2024;Mathématiques Spécialité,Sciences de la vie et de la Terre Spécialité;Licence Langues et littératures françaises;549;280.0;51
2024;Mathématiques Spécialité,Éducation physique, pratiques et culture sportives;Ecoles de Commerce;19;7.0;7
2024;Mathématiques Spécialité,Éducation physique, pratiques et culture sportives;Licence Pluri Sciences économiques - Gestion;43;21.0;5
2024;Mathématiques Spécialité,Éducation physique, pratiques et culture sportives;Licence Sciences de la vie, biologie, santé;32;6.0;2
2024;Numérique et Sciences Informatiques,Humanités, Littérature et Philosophie;Licence Psychlogie, Sciences cognitives;13;7.0;2
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;BUT Service;204;62.0;26
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences;5;0.0;0
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;5;2.0;0
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;Licence Sciences de la vie, biologie, santé;47;3.0;0
2024;Numérique et Sciences Informatiques,Éducation physique, pratiques et culture sportives;Licence Pluri Lettres - Sciences du langage - Arts;0;0.0;0
2024;Numérique et Sciences Informatiques,Éducation physique, pratiques et culture sportives;Licence Sciences de gestion;0;0.0;0
2024;Numérique et Sciences Informatiques,Éducation physique, pratiques et culture sportives;PASS;1;0.0;0
2024;Physique-Chimie Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Philosophie, Epistémologie;8;5.0;1
2024;Physique-Chimie Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;PASS;36;16.0;10
2024;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;Licence Pluri Sciences économiques - Gestion;4;3.0;1
2024;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;D.E sanitaire;46;30.0;15
2024;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Physique;71;34.0;6
2024;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;BTS Service;182;112.0;36
2024;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;DEUST;15;8.0;2
2024;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence Physique;57;29.0;7
2024;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence Sciences de gestion;10;5.0;1
2024;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;BTS Production;106;52.0;19
2024;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;BUT Service;190;91.0;46
2024;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;CUPGE;6;1.0;0
2024;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;Licence L.AS;370;67.0;31
2024;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sciences du langage - Linguistique;9;6.0;1
2024;Physique-Chimie Spécialité,Sciences de la vie et de la Terre Spécialité;Licence Pluri Sciences fondamentales et applications;12;0.0;0
2024;Physique-Chimie Spécialité,Éducation physique, pratiques et culture sportives;DCG;1;0.0;0
2024;Physique-Chimie Spécialité,Éducation physique, pratiques et culture sportives;Licence Arts;1;1.0;0
2024;Physique-Chimie Spécialité,Éducation physique, pratiques et culture sportives;Licence Formation générale aux métiers de l ingénieur;4;2.0;0
2024;Physique-Chimie Spécialité,Éducation physique, pratiques et culture sportives;Licence Philosophie, Epistémologie;4;3.0;0
2024;Sciences Economiques et Sociales Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;BUT Service;17460;6963.0;2917
2024;Art,Histoire-Géographie, Géopolitique et Sciences politiques;CPGE ECG;19;4.0;2
2024;Art,Humanités, Littérature et Philosophie;Sciences po;21;1.0;1
2024;Art,Langues, littératures et cultures étrangères et régionales;BTS Agricole;93;34.0;13
2024;Art,Langues, littératures et cultures étrangères et régionales;Licence Mathématiques et informatique;0;0.0;0
2024;Art,Sciences Economiques et Sociales Spécialité;Licence Sciences de l univers, de la terre, de l espace;2;1.0;1
2024;Art,Sciences Economiques et Sociales Spécialité;Licence Sciences économiques;155;72.0;13
2024;Art,Éducation physique, pratiques et culture sportives;BTS Production;2;0.0;0
2024;Art,Éducation physique, pratiques et culture sportives;Licence AES;0;0.0;0
2024;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0.0;0
2024;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Philosophie, Epistémologie;2;2.0;0
2024;Biologie/Ecologie,Mathématiques Spécialité;BTS Production;52;24.0;6
2024;Biologie/Ecologie,Mathématiques Spécialité;Ensemble des bacheliers;511;482.0;435
2024;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence L.AS;1;0.0;0
2024;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence Langues et littératures françaises;0;0.0;0
2024;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence Philosophie, Epistémologie;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Langues;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Lettres - Sciences du langage - Arts;1;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de l information et de la communication;4;4.0;2
2024;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Formations d'ART;10;2.0;2
2024;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Informatique;1;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Sciences et technologies industrielles;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;BUT Service;1;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;DEUST;0;0.0;0
2024;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;CUPGE;128;77.0;10
2024;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Informatique;139;77.0;18
2024;Mathématiques Spécialité,Humanités, Littérature et Philosophie;Ecoles d'ingénieurs;13;3.0;1
2024;Mathématiques Spécialité,Humanités, Littérature et Philosophie;Licence Pluri Lettres - Sciences du langage - Arts;50;42.0;7
2024;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Sciences religieuses;3;3.0;0
2024;Mathématiques Spécialité,Numérique et Sciences Informatiques;Ecoles de Commerce;259;157.0;90
2024;Mathématiques Spécialité,Éducation physique, pratiques et culture sportives;Licence AES;17;11.0;0
2024;Mathématiques Spécialité,Éducation physique, pratiques et culture sportives;Licence Pluri Lettres - Sciences du langage - Arts;0;0.0;0
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;BTS Service;549;320.0;119
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;D.E  social;5;1.0;1
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences économiques - Gestion;73;30.0;9
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;Licence Sciences et technologies industrielles;29;5.0;1
2024;Numérique et Sciences Informatiques,Éducation physique, pratiques et culture sportives;BTS Agricole;1;0.0;0
2024;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;Ecoles de Commerce;0;0.0;0
2024;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;Licence Pluri Lettres - Sciences du langage - Arts;5;2.0;2
2024;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;Licence Sciences politiques;3;0.0;0
2024;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Géographie;12;8.0;3
2024;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Mathématiques et informatique;1;0.0;0
2024;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;BUT Production;1299;334.0;122
2024;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Formation générale aux métiers de l ingénieur;252;16.0;3
2024;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Formations d'ART;6;1.0;1
2024;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Génie civil;1;0.0;0
2024;Art,Biologie/Ecologie;Licence Pluri Lettres - Langues - Sciences humaines;0;0.0;0
2024;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Mécanique, Génie mécanique, Ingénierie mécanique;2;0.0;0
2024;Art,Humanités, Littérature et Philosophie;Licence MASS;4;1.0;0
2024;Art,Numérique et Sciences Informatiques;Autres formations;188;45.0;18
2024;Art,Numérique et Sciences Informatiques;Licence Sciences de la vie, biologie, santé;11;4.0;2
2024;Art,Physique-Chimie Spécialité;BTS Agricole;8;5.0;0
2024;Art,Physique-Chimie Spécialité;CPGE S;38;11.0;4
2024;Art,Physique-Chimie Spécialité;Formations d'ART;176;80.0;48
2024;Art,Sciences Economiques et Sociales Spécialité;Licence Archéologie, Ethno, Préhistoire, Anthropologie;23;20.0;2
2024;Art,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences humaines et sociales;15;2.0;0
2024;Art,Sciences de l'ingénieur et sciences physiques;Licence Sciences juridiques;2;0.0;0
2024;Art,Sciences de la vie et de la Terre Spécialité;Ecoles d'ingénieurs;13;3.0;2
2024;Art,Sciences de la vie et de la Terre Spécialité;Ecoles de Commerce;11;0.0;0
2024;Art,Sciences de la vie et de la Terre Spécialité;Licence Histoire;139;103.0;15
2024;Art,Sciences de la vie et de la Terre Spécialité;Licence Pluri Langues;0;0.0;0
2024;Art,Sciences de la vie et de la Terre Spécialité;Licence Sciences de l univers, de la terre, de l espace;70;27.0;7
2024;Art,Mathématiques Spécialité;Ecoles d'ingénieurs;65;11.0;7
2024;Art,Mathématiques Spécialité;Licence Electronique, Génie électrique, EEA;0;0.0;0
2024;Art,Physique-Chimie Spécialité;Licence Arts;251;200.0;66
2024;Art,Sciences Economiques et Sociales Spécialité;BUT Production;163;42.0;18
2024;Art,Sciences de l'ingénieur et sciences physiques;Licence Sciences de l information et de la communication;1;0.0;0
2024;Art,Éducation physique, pratiques et culture sportives;Licence Physique;0;0.0;0
2024;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences économiques - Gestion;0;0.0;0
2024;Biologie/Ecologie,Humanités, Littérature et Philosophie;Ecoles d'ingénieurs;0;0.0;0
2024;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Physique et chimie;0;0.0;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;BTS Agricole;0;0.0;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Géographie;0;0.0;0
2024;Mathématiques Spécialité,Numérique et Sciences Informatiques;Licence Mécanique, Génie mécanique, Ingénierie mécanique;78;39.0;4
2024;Mathématiques Spécialité,Numérique et Sciences Informatiques;Licence STAPS;707;312.0;135
2024;Mathématiques Spécialité,Physique-Chimie Spécialité;Licence Physique;20107;12765.0;1011
2024;Mathématiques Spécialité,Physique-Chimie Spécialité;Licence Sciences économiques;3372;1844.0;266
2024;Mathématiques Spécialité,Sciences Economiques et Sociales Spécialité;D.E sanitaire;946;491.0;239
2024;Mathématiques Spécialité,Sciences Economiques et Sociales Spécialité;Licence Mathématiques;3205;1368.0;280
2024;Mathématiques Spécialité,Sciences Economiques et Sociales Spécialité;Licence Pluri Langues;20;8.0;0
2024;Mathématiques Spécialité,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences fondamentales et applications;16;0.0;0
2024;Mathématiques Spécialité,Sciences de l'ingénieur et sciences physiques;D.E sanitaire;66;27.0;10
2024;Mathématiques Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Histoire;104;80.0;12
2024;Mathématiques Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences du langage - Linguistique;19;14.0;0
2024;Mathématiques Spécialité,Sciences de la vie et de la Terre Spécialité;Licence Sciences économiques;752;380.0;79
2024;Art,Mathématiques Spécialité;Licence Pluri Langues;3;2.0;0
2024;Art,Numérique et Sciences Informatiques;Licence Informatique;113;63.0;20
2024;Art,Numérique et Sciences Informatiques;Licence LEA;41;31.0;4
2024;Art,Numérique et Sciences Informatiques;Licence Sciences de l univers, de la terre, de l espace;5;0.0;0
2024;Art,Sciences Economiques et Sociales Spécialité;DCG;31;14.0;3
2024;Art,Sciences de l'ingénieur et sciences physiques;Licence Psychlogie, Sciences cognitives;3;0.0;0
2024;Art,Sciences de l'ingénieur et sciences physiques;Licence Sciences de la vie, biologie, santé;1;0.0;0
2024;Art,Sciences de l'ingénieur et sciences physiques;Licence Sciences du langage - Linguistique;0;0.0;0
2024;Art,Sciences de la vie et de la Terre Spécialité;Licence Génie civil;2;1.0;1
2024;Art,Sciences de la vie et de la Terre Spécialité;PASS;92;28.0;14
2024;Art,Éducation physique, pratiques et culture sportives;Autres formations;11;5.0;0
2024;Art,Éducation physique, pratiques et culture sportives;DEUST;6;4.0;1
2024;Art,Éducation physique, pratiques et culture sportives;Licence Electronique, Génie électrique, EEA;0;0.0;0
2024;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Langues et littératures françaises;2;1.0;0
2024;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Sciences et technologies industrielles;0;0.0;0
2024;Biologie/Ecologie,Éducation physique, pratiques et culture sportives;Licence Formation générale aux métiers de l ingénieur;0;0.0;0
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Ecoles d'ingénieurs;8;3.0;1
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence L.AS;8284;345.0;65
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Pluri Droit - Sciences éco - AES;37;1.0;1
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Pluri Lettres - Sciences du langage - Arts;525;393.0;71
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Géographie;1104;721.0;194
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences économiques - Gestion;900;335.0;70
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Electronique, Génie électrique, EEA;0;0.0;0
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Génie civil;0;0.0;0
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Éducation physique, pratiques et culture sportives;Licence Sciences religieuses;1;1.0;0
2024;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;CPGE S;61;2.0;1
2024;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Géographie;89;44.0;11
2024;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l information et de la communication;744;408.0;134
2024;Humanités, Littérature et Philosophie,Éducation physique, pratiques et culture sportives;Licence Sciences du langage - Linguistique;4;3.0;0
2024;Humanités, Littérature et Philosophie,Éducation physique, pratiques et culture sportives;Licence Sciences religieuses;0;0.0;0
2024;Langues, littératures et cultures étrangères et régionales,Éducation physique, pratiques et culture sportives;Ecoles d'ingénieurs;0;0.0;0
2024;Langues, littératures et cultures étrangères et régionales,Éducation physique, pratiques et culture sportives;Licence Chimie;0;0.0;0
2024;Langues, littératures et cultures étrangères et régionales,Éducation physique, pratiques et culture sportives;Licence Philosophie, Epistémologie;2;1.0;1
2024;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Psychlogie, Sciences cognitives;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Sciences de gestion;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Pluri Sciences humaines et sociales;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;BTS Service;11;5.0;2
2024;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;CPGE S;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;D.E sanitaire;3;2.0;2
2024;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Géographie;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Arts;1;1.0;1
2024;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Langues et littératures étrangères;2;2.0;0
2024;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Sciences de gestion;0;0.0;0
2024;Littérature et langues et cultures de l'Antiquité,Éducation physique, pratiques et culture sportives;Licence Mathématiques et informatique;0;0.0;0
2024;Mathématiques Spécialité,Numérique et Sciences Informatiques;CUPGE;651;254.0;67
2024;Mathématiques Spécialité,Numérique et Sciences Informatiques;D.E  social;13;4.0;4
2024;Mathématiques Spécialité,Numérique et Sciences Informatiques;Licence MASS;1437;902.0;154
2024;Mathématiques Spécialité,Numérique et Sciences Informatiques;Licence Mathématiques et informatique;558;95.0;17
2024;Mathématiques Spécialité,Numérique et Sciences Informatiques;Licence Pluri Sciences fondamentales et applications;79;5.0;1
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;CUPGE;8;0.0;0
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;Ecoles d'ingénieurs;116;47.0;19
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;Licence Mécanique, Génie mécanique, Ingénierie mécanique;1;0.0;0
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;Licence Physique et chimie;39;2.0;0
2024;Numérique et Sciences Informatiques,Éducation physique, pratiques et culture sportives;BUT Service;4;1.0;0
2024;Numérique et Sciences Informatiques,Éducation physique, pratiques et culture sportives;D.E  social;0;0.0;0
2024;Physique-Chimie Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence L.AS;231;45.0;11
2024;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Langues et littératures étrangères;286;246.0;82
2024;Sciences Economiques et Sociales Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Psychlogie, Sciences cognitives;6124;3060.0;946
2024;Sciences Economiques et Sociales Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de l information et de la communication;4018;2380.0;664
2024;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;CPGE L;783;558.0;262
2024;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;CUPGE;26;11.0;3
2024;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;Licence Formation générale aux métiers de l ingénieur;15;3.0;0
2024;Sciences Economiques et Sociales Spécialité,Langues, littératures et cultures étrangères et régionales;Sciences po;697;56.0;49
2024;Sciences Economiques et Sociales Spécialité,Numérique et Sciences Informatiques;Licence Sciences religieuses;1;0.0;0
2024;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;Ecoles de Commerce;4;2.0;1
2024;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;Ensemble des bacheliers;83;79.0;58
2024;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0.0;0
2024;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Physique;4;2.0;0
2024;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences du langage - Linguistique;0;0.0;0
2024;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;PASS;0;0.0;0
2024;Sciences Economiques et Sociales Spécialité,Éducation physique, pratiques et culture sportives;Licence STAPS;621;412.0;269
2024;Sciences de l'ingénieur et sciences physiques,Histoire-Géographie, Géopolitique et Sciences politiques;Formations des écoles nationales vétérinaires;0;0.0;0
2024;Sciences de l'ingénieur et sciences physiques,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Electronique, Génie électrique, EEA;0;0.0;0
2024;Sciences de l'ingénieur et sciences physiques,Humanités, Littérature et Philosophie;BUT Production;2;0.0;0
2024;Sciences de l'ingénieur et sciences physiques,Humanités, Littérature et Philosophie;BUT Service;0;0.0;0
2024;Sciences de l'ingénieur et sciences physiques,Humanités, Littérature et Philosophie;CPGE S;0;0.0;0
2024;Sciences de l'ingénieur et sciences physiques,Humanités, Littérature et Philosophie;D.E  social;0;0.0;0
2024;Sciences de l'ingénieur et sciences physiques,Humanités, Littérature et Philosophie;Licence L.AS;4;0.0;0
2024;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;Licence Génie civil;2;2.0;0
2024;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;Licence Pluri Lettres - Langues - Sciences humaines;1;1.0;0
2024;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;Licence Pluri Lettres - Sciences du langage - Arts;2;2.0;0
2024;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;Licence Sciences et technologies industrielles;1;0.0;0
2024;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;DCG;4;1.0;0
2024;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Informatique;145;102.0;34
2024;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Pluri Lettres - Langues - Sciences humaines;1;1.0;0
2024;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;BUT Production;3;3.0;2
2024;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Licence Informatique;0;0.0;0
2024;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Mathématiques et informatique;0;0.0;0
2024;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Droit - Sciences éco - AES;8;0.0;0
2024;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence STAPS;1364;892.0;607
2024;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence Archéologie, Ethno, Préhistoire, Anthropologie;84;53.0;11
2024;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence Pluri Lettres - Sciences du langage - Arts;61;44.0;5
2024;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;D.E sanitaire;1005;640.0;406
2024;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Formations des écoles nationales vétérinaires;34;0.0;0
2024;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sciences économiques;809;401.0;49
