cpge_type,panier_name,school_name,city,department,taux_integration_pct,moyenne_bac,moyenne_multi_ans_pct,rang_multi_ans,parcoursup
ECG - Mathématiques approfondies + HGG,HEC,Marcelin-Berthelot,St-Maur-des-Fossés,94,0,,1.7,29e/89,oui
ECG - Mathématiques approfondies + HGG,HEC,Masséna,Nice,06,0,,0,39e/89,oui
ECG - Mathématiques approfondies + HGG,HEC,Montaigne,Paris,75,0,,3.1,21e/89,oui
ECG - Mathématiques approfondies + HGG,HEC,Moulay Ismail,Meknès,,0,,0,39e/89,non
ECG - Mathématiques approfondies + HGG,HEC,Ozenne,Toulouse,31,0,,1.7,29e/89,oui
ECG - Mathématiques approfondies + HGG,HEC,Pothier,Orléans,45,0,,0,39e/89,oui
ECG - Mathématiques approfondies + HGG,HEC,Saint-Paul,Lille,59,0,,1.9,26e/89,oui
ECG - Mathématiques approfondies + HGG,HEC,St-Michel-de-Picpus,Paris,75,0,,4.5,19e/89,oui
ECG - Mathématiques approfondies + HGG,HEC,St-Vincent-Providence,Rennes,35,0,,3.1,21e/89,oui
ECG - Mathématiques approfondies + HGG,HEC,Thiers,Marseille,13,0,,0,39e/89,oui
ECG - Mathématiques approfondies + HGG,HEC,ND-de-Sainte-Croix,Neuilly-sur-Seine,92,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Alfred-Kastler,Cergy-Pontoise,95,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Al Cachy,Fès,,,,0,39e/89,non
ECG - Mathématiques approfondies + HGG,HEC,Al Khansaa,Casablanca,,,,,,non
ECG - Mathématiques approfondies + HGG,HEC,Al Qalam,Agadir,,,,,,non
ECG - Mathématiques approfondies + HGG,HEC,Alexandre-Dumas (ex-Florent-Schmitt),St-Cloud,92,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Aliénor-d'Aquitaine,Poitiers,86,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Amyot,Melun,77,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Audentia School (new 2025),Meknès,,,,,,non
ECG - Mathématiques approfondies + HGG,HEC,Berthollet,Annecy,74,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Blaise-Pascal,Clermont-Ferrand,63,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Carnot,Dijon,21,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Cézanne,Aix-en-Provence,13,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Claude-Fauriel,St-Etienne,42,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Clemenceau,Reims,51,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Emmanuel-d'Alzon,Nîmes,30,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Errazi,El Jadida,,,,,,non
ECG - Mathématiques approfondies + HGG,HEC,Esprit Prépas,Tanger,,,,,,non
ECG - Mathématiques approfondies + HGG,HEC,First Prepas Marrakech,Marrakech,,,,,,non
ECG - Mathématiques approfondies + HGG,HEC,Gaston-Berger,Lille,59,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Gay-Lussac,Limoges,87,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Henri-Poincaré,Nancy,54,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Ibn Ghazi,Marrakech,,,,,,non
ECG - Mathématiques approfondies + HGG,HEC,Kerichen,Brest,29,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,La Prépa Autrement,Paris,75,,,,,non
ECG - Mathématiques approfondies + HGG,HEC,Louis-Thuillier,Amiens,80,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Marguerite Jauzelon (ex-Bellepierre),St-Denis-de-la-Réunion,974,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Mohamed VI,Kenitra,,,,,,non
ECG - Mathématiques approfondies + HGG,HEC,Moulay-Hassan,Tanger,,,,,,non
ECG - Mathématiques approfondies + HGG,HEC,MyPrepa,Paris,75,,,,,non
ECG - Mathématiques approfondies + HGG,HEC,Omar Al-Khayyam,Rabat,,,,,,non
ECG - Mathématiques approfondies + HGG,HEC,Philippine-Duchesne Itec-Boisfleury,Grenoble,38,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Reda-Slaoui,Agadir,,,,,,non
ECG - Mathématiques approfondies + HGG,HEC,Saint-Just,Lyon,69,,,0,39e/89,oui
ECG - Mathématiques approfondies + HGG,HEC,Saliège,Toulouse,31,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Schweitzer,Le Raincy,93,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Ste-Marie-Gd-Lebrun,Bordeaux,33,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,Touchard,Le Mans,72,,,0,39e/89,oui
ECG - Mathématiques approfondies + HGG,HEC,Vernet,Valence,26,,,,,oui
ECG - Mathématiques approfondies + HGG,HEC,WeiD,Paris,75,,,,,non
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Stanislas,Paris,75,84.4,,73.9,4e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",ND-du-Grandchamp,Versailles,78,81,,73.8,5e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Henri-IV,Paris,75,80,,75,3e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Louis-le-Grand,Paris,75,79.5,,77.6,2e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Sainte-Marie,Lyon,69,70.6,,65.5,6e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Ste-Geneviève,Versailles,78,68.8,,78.7,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",St-Jean-de-Passy,Paris,75,50.7,,33.2,11e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Saint-Jean,Douai,59,46.4,,41.7,9e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Pierre-de-Fermat,Toulouse,31,45,,27.6,15e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Saint-Louis,Paris,75,39.6,,43.4,8e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Intégrale,Paris,75,37.5,,31.1,13e/89,non
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Janson-de-Sailly,Paris,75,37.2,,31.5,12e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Ipesup,Paris,75,36,,35.3,10e/89,non
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Hoche,Versailles,78,33.3,,55.6,7e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Le Parc,Lyon,69,31.8,,27.2,16e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Lakanal,Sceaux,92,28.2,,31,14e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Chartreux,Lyon,69,25,,22.4,19e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Champollion,Grenoble,38,23.8,,21.2,20e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Ampère,Lyon,69,21.8,,16.4,23e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Chateaubriand,Rennes,35,21.7,,24,18e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",ND-des-Minimes,Lyon,69,21.1,,25,17e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Michelet,Vanves,92,20.9,,20.8,21e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Lavoisier,Paris,75,12.8,,16,24e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Ozenne,Toulouse,31,11.8,,10.2,29e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",St-Michel-de-Picpus,Paris,75,11.8,,20.5,22e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Montaigne,Bordeaux,33,8.8,,6.5,33e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Montaigne,Paris,75,8.7,,7.8,31e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Descartes,Antony,92,7.4,,3.4,40e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Joffre,Montpellier,34,7,,12.9,27e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Kléber,Strasbourg,67,5.9,,6.9,32e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",St-Vincent-Providence,Rennes,35,5.9,,10.8,28e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Marcelin-Berthelot,St-Maur-des-Fossés,94,5,,13.6,25e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Thiers,Marseille,13,4.8,,5.6,36e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Baimbridge,Pointe-à-Pitre,971,4.3,,1.6,43e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Corneille,Rouen,76,4.1,,3.5,39e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Fabert,Metz,57,3.4,,1,46e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Descartes,Tours,37,2.6,,1.7,42e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",La Bruyère,Versailles,78,2.4,,6,35e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Carnot,Paris,75,2.2,,5.3,37e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Chaptal,Paris,75,0,,4.4,38e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Clemenceau,Nantes,44,0,,6.5,33e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Faidherbe,Lille,59,0,,1.4,45e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",First Preparatory Classes of High Schools Private,Meknès,,0,,0,47e/89,non
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Hélène-Boucher,Paris,75,0,,0,47e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Louis-Pergaud,Besançon,25,0,,1.5,44e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Masséna,Nice,06,0,,2.2,41e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Moulay Ismail,Meknès,,0,,0,47e/89,non
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Pothier,Orléans,45,0,,0,47e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Saint-Paul,Lille,59,0,,13,26e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",MyPrepa,Paris,75,,,,,non
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",ND-de-Sainte-Croix,Neuilly-sur-Seine,92,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",La Prépa Autrement,Paris,75,,,,,non
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Saliège,Toulouse,31,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Saint-Just,Lyon,69,,,8.9,30e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Alfred-Kastler,Cergy-Pontoise,95,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Al Cachy,Fès,,,,0,47e/89,non
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Al Khansaa,Casablanca,,,,,,non
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Al Qalam,Agadir,,,,,,non
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Alexandre-Dumas (ex-Florent-Schmitt),St-Cloud,92,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Aliénor-d'Aquitaine,Poitiers,86,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Amyot,Melun,77,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Audentia School (new 2025),Meknès,,,,,,non
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Berthollet,Annecy,74,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Blaise-Pascal,Clermont-Ferrand,63,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Carnot,Dijon,21,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Cézanne,Aix-en-Provence,13,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Claude-Fauriel,St-Etienne,42,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Clemenceau,Reims,51,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Emmanuel-d'Alzon,Nîmes,30,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Errazi,El Jadida,,,,,,non
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Esprit Prépas,Tanger,,,,,,non
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",First Prepas Marrakech,Marrakech,,,,,,non
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Gaston-Berger,Lille,59,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Gay-Lussac,Limoges,87,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Henri-Poincaré,Nancy,54,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Ibn Ghazi,Marrakech,,,,,,non
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Kerichen,Brest,29,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Louis-Thuillier,Amiens,80,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Marguerite Jauzelon (ex-Bellepierre),St-Denis-de-la-Réunion,974,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Mohamed VI,Kenitra,,,,,,non
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Moulay-Hassan,Tanger,,,,,,non
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Omar Al-Khayyam,Rabat,,,,,,non
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Philippine-Duchesne Itec-Boisfleury,Grenoble,38,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Reda-Slaoui,Agadir,,,,,,non
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Schweitzer,Le Raincy,93,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Ste-Marie-Gd-Lebrun,Bordeaux,33,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Touchard,Le Mans,72,,,0,47e/89,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",Vernet,Valence,26,,,,,oui
ECG - Mathématiques approfondies + HGG,"HEC, Essec, ESCP",WeiD,Paris,75,,,,,non
ECG - Mathématiques approfondies + HGG,Panier large,Henri-IV,Paris,75,100,,92.6,6e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,ND-des-Minimes,Lyon,69,100,,97.5,,oui
ECG - Mathématiques approfondies + HGG,Panier large,ND-du-Grandchamp,Versailles,78,96.8,,96.3,2e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Ampère,Lyon,69,94.5,,93.6,3e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Stanislas,Paris,75,93.3,,93.3,4e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Louis-le-Grand,Paris,75,93.2,,92.5,7e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,St-Jean-de-Passy,Paris,75,90.4,,82.2,17e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Pierre-de-Fermat,Toulouse,31,90,,93.1,5e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Chartreux,Lyon,69,87.5,,83.7,13e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Hoche,Versailles,78,87.5,,90.3,9e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Janson-de-Sailly,Paris,75,86,,80.3,18e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Saint-Jean,Douai,59,84.1,,83.3,14e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Sainte-Marie,Lyon,69,82.4,,87.3,11e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,St-Michel-de-Picpus,Paris,75,82.4,,75,24e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Michelet,Vanves,92,81.4,,84.6,12e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Intégrale,Paris,75,81.3,,70.3,26e/89,non
ECG - Mathématiques approfondies + HGG,Panier large,Ste-Geneviève,Versailles,78,81.3,,90.5,8e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Chateaubriand,Rennes,35,78.3,,88,10e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Saint-Louis,Paris,75,77.1,,79.7,19e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Ipesup,Paris,75,76,,77.6,23e/89,non
ECG - Mathématiques approfondies + HGG,Panier large,Le Parc,Lyon,69,75,,77.9,21e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Lakanal,Sceaux,92,71.8,,83.3,14e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Champollion,Grenoble,38,71.4,,82.7,16e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Saint-Paul,Lille,59,70.6,,66.7,28e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Ozenne,Toulouse,31,64.7,,64.4,30e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Joffre,Montpellier,34,62.8,,78,20e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Clemenceau,Nantes,44,61,,73.2,25e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Kléber,Strasbourg,67,60.8,,62.5,32e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,St-Vincent-Providence,Rennes,35,58.8,,69.2,27e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Descartes,Antony,92,55.6,,50.8,44e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Descartes,Tours,37,55.3,,55.9,38e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Fabert,Metz,57,55.2,,62.5,32e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Thiers,Marseille,13,54.8,,58.7,37e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Faidherbe,Lille,59,54.5,,53.6,39e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Lavoisier,Paris,75,53.8,,62.2,34e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Masséna,Nice,06,53.8,,64.1,31e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Montaigne,Bordeaux,33,52.6,,66.1,29e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Montaigne,Paris,75,52.2,,59.4,36e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Marcelin-Berthelot,St-Maur-des-Fossés,94,50,,52.5,41e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Baimbridge,Pointe-à-Pitre,971,47.8,,31.7,49e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Corneille,Rouen,76,46.9,,44.3,46e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,La Bruyère,Versailles,78,46.3,,53.4,40e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Louis-Pergaud,Besançon,25,45.8,,51.5,43e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Chaptal,Paris,75,45.2,,52.2,42e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Hélène-Boucher,Paris,75,41.9,,42.1,47e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Carnot,Paris,75,40,,46.2,45e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Pothier,Orléans,45,40,,33.3,48e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Moulay Ismail,Meknès,,16.7,,12.9,51e/89,non
ECG - Mathématiques approfondies + HGG,Panier large,First Preparatory Classes of High Schools Private,Meknès,,13.3,,14.3,50e/89,non
ECG - Mathématiques approfondies + HGG,Panier large,Gay-Lussac,Limoges,87,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,MyPrepa,Paris,75,,,,,non
ECG - Mathématiques approfondies + HGG,Panier large,ND-de-Sainte-Croix,Neuilly-sur-Seine,92,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,La Prépa Autrement,Paris,75,,,,,non
ECG - Mathématiques approfondies + HGG,Panier large,Ste-Marie-Gd-Lebrun,Bordeaux,33,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,Saint-Just,Lyon,69,,,77.8,22e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Touchard,Le Mans,72,,,62,35e/89,oui
ECG - Mathématiques approfondies + HGG,Panier large,Berthollet,Annecy,74,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,Henri-Poincaré,Nancy,54,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,Alfred-Kastler,Cergy-Pontoise,95,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,Aliénor-d'Aquitaine,Poitiers,86,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,Audentia School (new 2025),Meknès,,,,,,non
ECG - Mathématiques approfondies + HGG,Panier large,Cézanne,Aix-en-Provence,13,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,Louis-Thuillier,Amiens,80,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,Blaise-Pascal,Clermont-Ferrand,63,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,WeiD,Paris,75,,,,,non
ECG - Mathématiques approfondies + HGG,Panier large,Saliège,Toulouse,31,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,Clemenceau,Reims,51,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,Schweitzer,Le Raincy,93,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,Alexandre-Dumas (ex-Florent-Schmitt),St-Cloud,92,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,Reda-Slaoui,Agadir,,,,,,non
ECG - Mathématiques approfondies + HGG,Panier large,Carnot,Dijon,21,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,Gaston-Berger,Lille,59,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,Vernet,Valence,26,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,Omar Al-Khayyam,Rabat,,,,,,non
ECG - Mathématiques approfondies + HGG,Panier large,Emmanuel-d'Alzon,Nîmes,30,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,Moulay-Hassan,Tanger,,,,,,non
ECG - Mathématiques approfondies + HGG,Panier large,Errazi,El Jadida,,,,,,non
ECG - Mathématiques approfondies + HGG,Panier large,Al Khansaa,Casablanca,,,,,,non
ECG - Mathématiques approfondies + HGG,Panier large,Amyot,Melun,77,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,Al Cachy,Fès,,,,1.9,52e/89,non
ECG - Mathématiques approfondies + HGG,Panier large,Al Qalam,Agadir,,,,,,non
ECG - Mathématiques approfondies + HGG,Panier large,Claude-Fauriel,St-Etienne,42,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,Esprit Prépas,Tanger,,,,,,non
ECG - Mathématiques approfondies + HGG,Panier large,First Prepas Marrakech,Marrakech,,,,,,non
ECG - Mathématiques approfondies + HGG,Panier large,Ibn Ghazi,Marrakech,,,,,,non
ECG - Mathématiques approfondies + HGG,Panier large,Kerichen,Brest,29,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,Marguerite Jauzelon (ex-Bellepierre),St-Denis-de-la-Réunion,974,,,,,oui
ECG - Mathématiques approfondies + HGG,Panier large,Mohamed VI,Kenitra,,,,,,non
ECG - Mathématiques approfondies + HGG,Panier large,Philippine-Duchesne Itec-Boisfleury,Grenoble,38,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,ND-du-Grandchamp,Versailles,78,93.7,,91.4,1e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Stanislas,Paris,75,93.3,,90.3,2e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Henri-IV,Paris,75,92,,89.7,3e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Louis-le-Grand,Paris,75,84.1,,88.1,4e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,St-Jean-de-Passy,Paris,75,79.5,,59.8,11e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Ste-Geneviève,Versailles,78,77.5,,87.4,5e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Saint-Jean,Douai,59,72.5,,70.3,7e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Sainte-Marie,Lyon,69,70.6,,81.8,6e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Intégrale,Paris,75,62.5,,45.9,17e/89,non
ECG - Mathématiques approfondies + HGG,Top 8,Janson-de-Sailly,Paris,75,58.1,,55.1,13e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Ipesup,Paris,75,56,,63.5,9e/89,non
ECG - Mathématiques approfondies + HGG,Top 8,Hoche,Versailles,78,54.2,,69.4,8e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Saint-Louis,Paris,75,54.2,,60.8,10e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Pierre-de-Fermat,Toulouse,31,52.5,,46.6,16e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Le Parc,Lyon,69,52.3,,44.1,19e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Chateaubriand,Rennes,35,52.2,,52,14e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Ampère,Lyon,69,50.9,,41.5,21e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Lakanal,Sceaux,92,48.7,,57.1,12e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,ND-des-Minimes,Lyon,69,47.4,,50,15e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,St-Michel-de-Picpus,Paris,75,47.1,,43.2,20e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Michelet,Vanves,92,44.2,,45.4,18e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Chartreux,Lyon,69,43.8,,38.8,22e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Saint-Paul,Lille,59,29.4,,37,23e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Champollion,Grenoble,38,28.6,,28.8,27e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Ozenne,Toulouse,31,23.5,,25.4,28e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Lavoisier,Paris,75,23.1,,30.3,25e/89,oui
