cpge_type,panier_name,school_name,city,department,taux_integration_pct,moyenne_bac,moyenne_multi_ans_pct,rang_multi_ans,parcoursup
ECG - Mathématiques approfondies + HGG,Top 8,Montaigne,Bordeaux,33,21.1,,21.4,32e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Marcelin-Berthelot,St-Maur-des-Fossés,94,20,,30.5,24e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Joffre,Montpellier,34,18.6,,29.5,26e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Descartes,Antony,92,18.5,,10.2,41e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,St-Vincent-Providence,Rennes,35,17.6,,23.1,29e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Clemenceau,Nantes,44,17.1,,17.1,34e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Thiers,Marseille,13,16.7,,12.7,39e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Descartes,Tours,37,15.8,,8.5,44e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Kléber,Strasbourg,67,15.7,,18.8,33e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Faidherbe,Lille,59,13.6,,5.8,47e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Montaigne,Paris,75,13,,21.9,31e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Masséna,Nice,06,11.5,,16.3,36e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Fabert,Metz,57,10.3,,11.5,40e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Corneille,Rouen,76,8.2,,9.6,43e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Chaptal,Paris,75,7.1,,15.9,37e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Pothier,Orléans,45,6.7,,8.3,45e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,La Bruyère,Versailles,78,4.9,,16.4,35e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Carnot,Paris,75,4.4,,14.4,38e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Baimbridge,Pointe-à-Pitre,971,4.3,,1.6,49e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,First Preparatory Classes of High Schools Private,Meknès,,0,,0,50e/89,non
ECG - Mathématiques approfondies + HGG,Top 8,Hélène-Boucher,Paris,75,0,,3.9,48e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Louis-Pergaud,Besançon,25,0,,5.9,46e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Moulay Ismail,Meknès,,0,,0,50e/89,non
ECG - Mathématiques approfondies + HGG,Top 8,MyPrepa,Paris,75,,,,,non
ECG - Mathématiques approfondies + HGG,Top 8,La Prépa Autrement,Paris,75,,,,,non
ECG - Mathématiques approfondies + HGG,Top 8,ND-de-Sainte-Croix,Neuilly-sur-Seine,92,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Alfred-Kastler,Cergy-Pontoise,95,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Saliège,Toulouse,31,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Blaise-Pascal,Clermont-Ferrand,63,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Saint-Just,Lyon,69,,,22.2,30e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Aliénor-d'Aquitaine,Poitiers,86,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Touchard,Le Mans,72,,,10,42e/89,oui
ECG - Mathématiques approfondies + HGG,Top 8,Cézanne,Aix-en-Provence,13,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Henri-Poincaré,Nancy,54,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Al Khansaa,Casablanca,,,,,,non
ECG - Mathématiques approfondies + HGG,Top 8,Al Cachy,Fès,,,,0,50e/89,non
ECG - Mathématiques approfondies + HGG,Top 8,Al Qalam,Agadir,,,,,,non
ECG - Mathématiques approfondies + HGG,Top 8,Alexandre-Dumas (ex-Florent-Schmitt),St-Cloud,92,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Amyot,Melun,77,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Audentia School (new 2025),Meknès,,,,,,non
ECG - Mathématiques approfondies + HGG,Top 8,Berthollet,Annecy,74,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Carnot,Dijon,21,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Claude-Fauriel,St-Etienne,42,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Clemenceau,Reims,51,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Emmanuel-d'Alzon,Nîmes,30,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Errazi,El Jadida,,,,,,non
ECG - Mathématiques approfondies + HGG,Top 8,Esprit Prépas,Tanger,,,,,,non
ECG - Mathématiques approfondies + HGG,Top 8,First Prepas Marrakech,Marrakech,,,,,,non
ECG - Mathématiques approfondies + HGG,Top 8,Gaston-Berger,Lille,59,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Gay-Lussac,Limoges,87,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Ibn Ghazi,Marrakech,,,,,,non
ECG - Mathématiques approfondies + HGG,Top 8,Kerichen,Brest,29,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Louis-Thuillier,Amiens,80,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Marguerite Jauzelon (ex-Bellepierre),St-Denis-de-la-Réunion,974,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Mohamed VI,Kenitra,,,,,,non
ECG - Mathématiques approfondies + HGG,Top 8,Moulay-Hassan,Tanger,,,,,,non
ECG - Mathématiques approfondies + HGG,Top 8,Omar Al-Khayyam,Rabat,,,,,,non
ECG - Mathématiques approfondies + HGG,Top 8,Philippine-Duchesne Itec-Boisfleury,Grenoble,38,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Reda-Slaoui,Agadir,,,,,,non
ECG - Mathématiques approfondies + HGG,Top 8,Schweitzer,Le Raincy,93,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Ste-Marie-Gd-Lebrun,Bordeaux,33,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,Vernet,Valence,26,,,,,oui
ECG - Mathématiques approfondies + HGG,Top 8,WeiD,Paris,75,,,,,non
B/L - Lettres et sciences sociales,ENS,Henri-IV,Paris,75,24.5,18.5,32.2,,oui
B/L - Lettres et sciences sociales,ENS,Janson-de-Sailly,Paris,75,24.4,18.1,31.7,2e/31,oui
B/L - Lettres et sciences sociales,ENS,Le Parc,Lyon,69,20.5,17.9,15.3,3e/31,oui
B/L - Lettres et sciences sociales,ENS,Sainte-Marie,Neuilly-sur-Seine,92,12.8,16.4,3.9,8e/31,oui
B/L - Lettres et sciences sociales,ENS,Stanislas,Paris,75,8.3,17.1,7.9,4e/31,oui
B/L - Lettres et sciences sociales,ENS,Fustel-de-Coulanges,Strasbourg,67,6.8,16.3,3.7,9e/31,oui
B/L - Lettres et sciences sociales,ENS,Chartreux,Lyon,69,5.4,16.8,1.8,13e/31,oui
B/L - Lettres et sciences sociales,ENS,Saint-Sernin,Toulouse,31,5.4,16.6,2.1,12e/31,oui
B/L - Lettres et sciences sociales,ENS,Thiers,Marseille,13,4.9,16.6,4.6,7e/31,oui
B/L - Lettres et sciences sociales,ENS,Lakanal,Sceaux,92,4.7,16.9,6.6,5e/31,oui
B/L - Lettres et sciences sociales,ENS,Montaigne,Bordeaux,33,4.2,16.9,3.1,10e/31,oui
B/L - Lettres et sciences sociales,ENS,Voltaire,Paris,75,2.9,16.4,,,oui
B/L - Lettres et sciences sociales,ENS,Guist'hau,Nantes,44,2.2,17.2,5.6,6e/31,oui
B/L - Lettres et sciences sociales,ENS,Albert-Châtelet,Douai,59,0,16,0,20e/31,oui
B/L - Lettres et sciences sociales,ENS,Alphonse-Daudet,Nîmes,30,0,15.2,0,20e/31,oui
B/L - Lettres et sciences sociales,ENS,Blanche-de-Castille,Nantes,44,0,15.4,0,20e/31,oui
B/L - Lettres et sciences sociales,ENS,Brugière,Clermont-Ferrand,63,0,15.1,0,20e/31,oui
B/L - Lettres et sciences sociales,ENS,Carnot,Dijon,21,0,16,2.6,11e/31,oui
B/L - Lettres et sciences sociales,ENS,Claude-Monet,Le Havre,76,0,15.5,0,20e/31,oui
B/L - Lettres et sciences sociales,ENS,Emmanuel-Mounier,Grenoble,38,0,15.2,,,oui
B/L - Lettres et sciences sociales,ENS,Faidherbe,Lille,59,0,16.9,0.5,19e/31,oui
B/L - Lettres et sciences sociales,ENS,Henri-IV,Béziers,34,0,15.3,0,20e/31,oui
B/L - Lettres et sciences sociales,ENS,Jacques-Amyot,Melun,77,0,15.2,0,20e/31,oui
B/L - Lettres et sciences sociales,ENS,Marguerite-Jauzelon (ex-Bellepierre),St-Denis-de-la-Réunion,974,0,15.5,0,20e/31,oui
B/L - Lettres et sciences sociales,ENS,ND-de-la-Paix,Lille,59,0,14.8,0.9,16e/31,oui
B/L - Lettres et sciences sociales,ENS,Pothier,Orléans,45,0,15.6,0.6,18e/31,oui
B/L - Lettres et sciences sociales,ENS,Saint-Just,Lyon,69,0,15.8,0,20e/31,oui
B/L - Lettres et sciences sociales,ENS,Saint-Marc,Lyon,69,0,15.6,1.7,14e/31,oui
B/L - Lettres et sciences sociales,ENS,Saint-Sigisbert,Nancy,54,0,15.7,1.1,15e/31,oui
B/L - Lettres et sciences sociales,ENS,St-François-Xavier,Vannes,56,0,15.1,0,20e/31,oui
B/L - Lettres et sciences sociales,ENS,Stanislas,Cannes,06,0,15.7,0.7,17e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Henri-IV,Paris,75,64.2,18.5,74.9,,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Stanislas,Paris,75,44.4,17.1,35.8,3e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Janson-de-Sailly,Paris,75,39,18.1,51.1,2e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Sainte-Marie,Neuilly-sur-Seine,92,25.5,16.4,15,5e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Le Parc,Lyon,69,25,17.9,22.3,4e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Fustel-de-Coulanges,Strasbourg,67,11.4,16.3,5.9,11e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Chartreux,Lyon,69,10.8,16.8,13.8,6e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Montaigne,Bordeaux,33,10.4,16.9,8.4,9e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Lakanal,Sceaux,92,9.3,16.9,12.4,7e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Guist'hau,Nantes,44,6.7,17.2,8.2,10e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Voltaire,Paris,75,5.7,16.4,,,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Saint-Sernin,Toulouse,31,5.4,16.6,2.7,16e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Thiers,Marseille,13,4.9,16.6,9.2,8e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Saint-Marc,Lyon,69,4.2,15.6,4.2,12e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Albert-Châtelet,Douai,59,2.9,16,1.2,18e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Alphonse-Daudet,Nîmes,30,0,15.2,0.8,23e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Blanche-de-Castille,Nantes,44,0,15.4,0,25e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Brugière,Clermont-Ferrand,63,0,15.1,0,25e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Carnot,Dijon,21,0,16,3.7,13e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Claude-Monet,Le Havre,76,0,15.5,0,25e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Emmanuel-Mounier,Grenoble,38,0,15.2,,,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Faidherbe,Lille,59,0,16.9,3.2,14e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Henri-IV,Béziers,34,0,15.3,0.6,24e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Jacques-Amyot,Melun,77,0,15.2,0,25e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Marguerite-Jauzelon (ex-Bellepierre),St-Denis-de-la-Réunion,974,0,15.5,1,21e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",ND-de-la-Paix,Lille,59,0,14.8,0.9,22e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Pothier,Orléans,45,0,15.6,1.1,19e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Saint-Just,Lyon,69,0,15.8,1.8,17e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Saint-Sigisbert,Nancy,54,0,15.7,1.1,19e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",St-François-Xavier,Vannes,56,0,15.1,0,25e/31,oui
B/L - Lettres et sciences sociales,"ENS + Ensae + HEC, Essec, ESCP",Stanislas,Cannes,06,0,15.7,2.8,15e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Saint-Marc,Lyon,69,45.8,15.6,50.8,,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Stanislas,Paris,75,44.4,17.1,50,2e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Henri-IV,Paris,75,39.6,18.5,43.9,3e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Blanche-de-Castille,Nantes,44,37,15.4,23.1,8e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Stanislas,Cannes,06,28.1,15.7,27.3,7e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Chartreux,Lyon,69,27,16.8,43.7,4e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Saint-Sigisbert,Nancy,54,25,15.7,34.7,6e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Sainte-Marie,Neuilly-sur-Seine,92,23.4,16.4,35.4,5e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Marguerite-Jauzelon (ex-Bellepierre),St-Denis-de-la-Réunion,974,20.7,15.5,19,9e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,ND-de-la-Paix,Lille,59,20,14.8,15.9,11e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Saint-Just,Lyon,69,17.5,15.8,17.3,10e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Jacques-Amyot,Melun,77,15.8,15.2,11.8,16e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Alphonse-Daudet,Nîmes,30,11.5,15.2,9.6,18e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Emmanuel-Mounier,Grenoble,38,10.7,15.2,,,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Janson-de-Sailly,Paris,75,9.8,18.1,15,12e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Brugière,Clermont-Ferrand,63,9.7,15.1,11.5,17e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Henri-IV,Béziers,34,9.7,15.3,12.7,15e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Fustel-de-Coulanges,Strasbourg,67,9.1,16.3,7,19e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Saint-Sernin,Toulouse,31,8.1,16.6,5.9,21e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Pothier,Orléans,45,7.9,15.6,5,26e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Thiers,Marseille,13,7.3,16.6,6.6,20e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Lakanal,Sceaux,92,7,16.9,12.8,14e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,St-François-Xavier,Vannes,56,6.7,15.1,2,29e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Voltaire,Paris,75,5.7,16.4,,,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Claude-Monet,Le Havre,76,4.8,15.5,12.9,13e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Le Parc,Lyon,69,4.5,17.9,5.8,22e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Montaigne,Bordeaux,33,4.2,16.9,5.8,22e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Carnot,Dijon,21,2.8,16,5.8,22e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Faidherbe,Lille,59,2.5,16.9,4.2,28e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Guist'hau,Nantes,44,2.2,17.2,4.3,27e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles de commerce,Albert-Châtelet,Douai,59,0,16,5.4,25e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Janson-de-Sailly,Paris,75,61,18.1,57.7,,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Sainte-Marie,Neuilly-sur-Seine,92,59.6,16.4,31.1,8e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Jacques-Amyot,Melun,77,52.6,15.2,30,9e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Le Parc,Lyon,69,50,17.9,37.2,4e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Guist'hau,Nantes,44,42.2,17.2,34.5,6e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Henri-IV,Paris,75,37.7,18.5,45.9,2e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Saint-Marc,Lyon,69,37.5,15.6,28,10e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,St-François-Xavier,Vannes,56,33.3,15.1,14.3,27e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Stanislas,Paris,75,33.3,17.1,27.4,11e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Fustel-de-Coulanges,Strasbourg,67,31.8,16.3,20.9,19e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Albert-Châtelet,Douai,59,31.4,16,21.1,18e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Montaigne,Bordeaux,33,29.2,16.9,37.6,3e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Lakanal,Sceaux,92,27.9,16.9,34.7,5e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Saint-Just,Lyon,69,27.5,15.8,22.6,17e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Saint-Sernin,Toulouse,31,27,16.6,31.4,7e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Henri-IV,Béziers,34,25.8,15.3,25.9,13e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Voltaire,Paris,75,25.7,16.4,,,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Chartreux,Lyon,69,24.3,16.8,25.7,14e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Alphonse-Daudet,Nîmes,30,23.1,15.2,20,22e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Faidherbe,Lille,59,22.5,16.9,23.2,16e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Carnot,Dijon,21,22.2,16,20.4,21e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Thiers,Marseille,13,22,16.6,26.5,12e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,ND-de-la-Paix,Lille,59,20,14.8,23.4,15e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Claude-Monet,Le Havre,76,19,15.5,19.4,23e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Saint-Sigisbert,Nancy,54,18.8,15.7,11.6,29e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Stanislas,Cannes,06,15.6,15.7,18.2,26e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Emmanuel-Mounier,Grenoble,38,14.3,15.2,,,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Blanche-de-Castille,Nantes,44,11.1,15.4,20.7,20e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Pothier,Orléans,45,10.5,15.6,18.3,25e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Brugière,Clermont-Ferrand,63,9.7,15.1,18.6,24e/31,oui
B/L - Lettres et sciences sociales,Panier large écoles littéraires,Marguerite-Jauzelon (ex-Bellepierre),St-Denis-de-la-Réunion,974,6.9,15.5,12.4,28e/31,oui
PC,ENS,Le Parc,Lyon,69,8.7,17.9,4.2,3e/109,oui
PC,ENS,Henri-IV,Paris,75,8.3,18.5,10.9,,oui
PC,ENS,Louis-le-Grand,Paris,75,4.6,18.3,9.7,2e/109,oui
PC,ENS,Pierre-de-Fermat,Toulouse,31,4.2,18,1.5,19e/109,oui
PC,ENS,Ste-Geneviève,Versailles,78,3.8,18.6,2.2,8e/109,oui
PC,ENS,Thiers,Marseille,13,3.3,17.1,2.2,8e/109,oui
PC,ENS,Stanislas,Paris,75,3.2,17.6,2.2,8e/109,oui
PC,ENS,Fénelon-Ste-Marie,Paris,75,3.1,16.3,0.6,31e/109,oui
PC,ENS,Cézanne,Aix-en-Provence,13,2.9,16.4,1.4,21e/109,oui
PC,ENS,Gay-Lussac,Limoges,87,2.9,16.4,0.6,31e/109,oui
PC,ENS,René-Cassin,Bayonne,64,2.9,15.5,0.6,31e/109,oui
PC,ENS,Saint-Louis,Paris,75,2.7,17.8,2.2,8e/109,oui
PC,ENS,Blaise-Pascal,Orsay,91,2.5,16.7,1.7,15e/109,oui
PC,ENS,Henri-Poincaré,Nancy,54,2.5,16.6,3.5,5e/109,oui
PC,ENS,Joffre,Montpellier,34,2.4,17,2.1,12e/109,oui
PC,ENS,Lazaristes,Lyon,69,2.4,18,2.5,7e/109,oui
PC,ENS,Clemenceau,Nantes,44,2.3,16.8,3.8,4e/109,oui
PC,ENS,Pothier,Orléans,45,2,15.3,1.2,23e/109,oui
PC,ENS,Carnot,Dijon,21,1.8,15.6,0.6,31e/109,oui
PC,ENS,Chateaubriand,Rennes,35,1.4,16.6,0.6,31e/109,oui
PC,ENS,Hoche,Versailles,78,1.3,17.5,1,24e/109,oui
PC,ENS,Kléber,Strasbourg,67,1.3,16.3,0.7,29e/109,oui
PC,ENS,Chaptal,Paris,75,1.2,16.5,0.8,26e/109,oui
PC,ENS,Lakanal,Sceaux,92,1.2,17.1,0.5,40e/109,oui
PC,ENS,Champollion,Grenoble,38,1.1,16.8,1.9,14e/109,oui
PC,ENS,Corneille,Rouen,76,1,16.5,0.5,40e/109,oui
PC,ENS,Albert-Châtelet,Douai,59,0,16,0.6,31e/109,oui
PC,ENS,Amyot,Melun,77,0,14,0,20e/109,oui
PC,ENS,Aristide-Briand,Evreux,27,0,14.2,0,20e/109,oui
PC,ENS,Aristide-Briand,St-Nazaire,44,0,15.1,0,20e/109,oui
PC,ENS,Assomption-Bellevue,Lyon,69,0,14.8,0,20e/109,oui
PC,ENS,Balzac,Paris,75,0,13.8,0,20e/109,oui
PC,ENS,Bellevue,Toulouse,31,0,16.9,0,20e/109,oui
PC,ENS,Berthollet,Annecy,74,0,15.9,0.6,31e/109,oui
PC,ENS,Bertran-de-Born,Périgueux,24,0,14.4,0,20e/109,oui
PC,ENS,Blaise-Pascal,Clermont-Ferrand,63,0,15.8,0.6,31e/109,oui
PC,ENS,Brizeux,Quimper,29,0,14.7,0,20e/109,oui
PC,ENS,Buffon,Paris,75,0,16.1,0,20e/109,oui
PC,ENS,Camille-Guérin,Poitiers,86,0,15,0,20e/109,oui
PC,ENS,Camille-Jullian,Bordeaux,33,0,15.6,0,20e/109,oui
PC,ENS,Carnot,Paris,75,0,15.5,0,20e/109,oui
PC,ENS,Charlemagne,Paris,75,0,16.7,1.7,15e/109,oui
PC,ENS,Chrestien-de-Troyes,Troyes,10,0,13.5,0,20e/109,oui
PC,ENS,CIV-Valbonne,Sophia-Antipolis,06,0,15.3,0,20e/109,oui
PC,ENS,Claude-Fauriel,St-Etienne,42,0,15,0,20e/109,oui
PC,ENS,Condorcet,Paris,75,0,16.7,0,20e/109,oui
PC,ENS,Corot,Savigny-sur-Orge,91,0,14.5,0,20e/109,oui
PC,ENS,Daudet,Nîmes,30,0,15,0,20e/109,oui
PC,ENS,Déodat-de-Séverac,Toulouse,31,0,16.3,0,20e/109,oui
PC,ENS,Descartes,Montigny-le-Bretonneux,78,0,16.1,1.7,15e/109,oui
PC,ENS,Descartes,Tours,37,0,16.9,1.4,21e/109,oui
PC,ENS,Dumont-d'Urville,Toulon,83,0,14.3,0,20e/109,oui
PC,ENS,Dupuy-de-Lôme,Lorient,56,0,14.9,0,20e/109,oui
PC,ENS,Edmont-Perrier,Tulle,19,0,14.3,0,20e/109,oui
PC,ENS,Fabert,Metz,57,0,15,1,24e/109,oui
PC,ENS,Faidherbe,Lille,59,0,17.3,0.3,44e/109,oui
PC,ENS,Fénelon,Paris,75,0,16.6,3.4,6e/109,oui
PC,ENS,François-1er,Fontainebleau,77,0,16.1,0,20e/109,oui
PC,ENS,François-1er,Le Havre,76,0,15.3,0,20e/109,oui
PC,ENS,François-Arago,Perpignan,66,0,15,0,20e/109,oui
PC,ENS,Franklin-Roosevelt,Reims,51,0,14.2,0.8,26e/109,oui
PC,ENS,Gustave-Monod,Enghien-les-Bains,95,0,13.7,0,20e/109,oui
PC,ENS,Henri-Bergson,Angers,49,0,15.3,0,20e/109,oui
PC,ENS,IPEST,Tunis,,0,,0,20e/109,unknown
PC,ENS,Jacques-Decour,Paris,75,0,15.3,0,20e/109,oui
PC,ENS,Janson-de-Sailly,Paris,75,0,16.6,0.6,31e/109,oui
PC,ENS,Jean-Perrin,Lyon,69,0,14.8,0,20e/109,oui
PC,ENS,Jeanne-d'Albret,St-Germain-en-Laye,78,0,15.4,0,20e/109,oui
PC,ENS,Kerichen,Brest,29,0,15.3,0,20e/109,oui
PC,ENS,L'Empéri,Salon-de-Provence,13,0,13.8,0,20e/109,oui
PC,ENS,La Martinière-Monplaisir,Lyon,69,0,16.6,0.8,26e/109,oui
PC,ENS,Lapérouse,Albi,81,0,15.3,0,20e/109,oui
PC,ENS,Lavoisier,Paris,75,0,15.2,0,20e/109,oui
